product_ean,sales_pieces,sales_turnover_gross,store_id,sales_date_id,sales_receipt
9096004,4.0,86800.0,31,20191202,110286124
9096004,1.0,21700.0,31,20191204,110982000
9096004,1.0,21700.0,31,20191201,109963750
9096004,5.0,108500.0,31,20191201,109974150
9096004,1.0,21700.0,31,20191201,110036402
9096004,2.0,43400.0,31,20191205,111866114
9096004,1.0,21700.0,31,20191206,112138194
9096004,1.0,21700.0,31,20191205,111686491
9096004,2.0,43400.0,31,20191205,111712548
9096004,2.0,43400.0,31,20191207,112978970
9096004,1.0,21700.0,31,20191207,113178086
9096004,2.0,43400.0,31,20191206,112141180
9096004,1.0,21700.0,31,20191203,110812022
9096004,6.0,130200.0,31,20191205,111636542
9096004,2.0,43400.0,31,20191207,113253597
9096004,1.0,21700.0,31,20191205,111710814
9096004,5.0,108500.0,31,20191206,112878041
9096004,2.0,43400.0,31,20191203,110846316
9096004,3.0,65100.0,31,20191206,112251179
9096004,1.0,21700.0,31,20191203,110852315
9096004,5.0,108500.0,31,20191207,112895037
9096004,1.0,21700.0,31,20191206,112161995
9096004,1.0,21700.0,31,20191208,113510131
9096004,1.0,21700.0,31,20191210,114739915
9096004,2.0,43400.0,31,20191210,114745480
9096004,1.0,21700.0,31,20191208,113658835
9096004,1.0,21700.0,31,20191208,113760352
9096004,1.0,21700.0,31,20191210,114846367
9096004,1.0,21700.0,31,20191210,114811569
9096004,1.0,21700.0,31,20191208,113672728
9096004,2.0,43400.0,31,20191211,115201757
9096004,5.0,108500.0,31,20191209,114498818
9096004,3.0,65100.0,31,20191209,114527119
9096004,2.0,43400.0,31,20191209,114260762
9096004,5.0,108500.0,31,20191209,114648211
9096004,4.0,86800.0,31,20191208,113545506
9096004,1.0,21700.0,31,20191209,114497331
9096004,5.0,108500.0,31,20191211,115202115
9096004,1.0,21700.0,31,20191209,114549503
9096004,4.0,86800.0,31,20191208,113678448
9096004,4.0,86800.0,31,20191210,114806875
9096004,1.0,21700.0,31,20191208,113559141
9096004,2.0,43400.0,31,20191210,114773638
9096004,3.0,65100.0,31,20191210,114791252
9096004,1.0,21700.0,31,20191209,114624702
9096004,5.0,108500.0,31,20191209,114224290
9096004,1.0,21700.0,31,20191212,115476686
9096004,1.0,21700.0,31,20191209,114401938
9096004,2.0,43400.0,31,20191212,115400270
9096004,2.0,43400.0,31,20191212,115388266
9096004,2.0,43400.0,31,20191211,115146417
9096004,1.0,21700.0,31,20191211,115195381
9096004,2.0,43400.0,31,20191211,115136218
9096004,3.0,69000.0,31,20191210,114903954
9096004,1.0,21700.0,31,20191212,115550297
9096004,1.0,21700.0,31,20191212,115529725
9096004,5.0,108500.0,31,20191211,115099638
9096004,1.0,21700.0,31,20191211,115180398
9096004,2.0,43400.0,31,20191213,115738695
9096004,2.0,43400.0,31,20191212,115558837
9424999,1.0,215000.0,31,20191207,113330609
9424999,1.0,215000.0,31,20191209,114220411
9424999,1.0,215000.0,31,20191206,112419407
9110167,1.0,22000.0,31,20191209,114498818
9424999,1.0,215000.0,31,20191212,115407956
9096004,5.0,108500.0,31,20191211,115107460
9096004,1.0,21700.0,31,20191212,115435574
9096004,5.0,108500.0,31,20191212,115552953
9096004,1.0,21700.0,31,20191211,115064216
9096004,1.0,21700.0,31,20191211,115098025
9096004,1.0,21700.0,31,20191212,115429214
9096004,3.0,67500.0,56,20191212,115467179
9096004,2.0,45000.0,56,20191210,115004581
9096004,2.0,45000.0,56,20191212,115665078
9096004,1.0,22500.0,56,20191212,115628712
9096004,1.0,22500.0,56,20191214,116234779
9096004,1.0,21700.0,56,20191214,116170485
9096004,1.0,22500.0,56,20191213,115786080
9096004,1.0,22500.0,56,20191211,115186219
9096004,1.0,22500.0,56,20191212,115613975
9096004,1.0,22500.0,56,20191215,116591458
9096004,1.0,22500.0,56,20191212,115375936
9096004,1.0,21700.0,56,20191215,116610841
9096004,1.0,22500.0,56,20191214,116274963
9096004,1.0,22500.0,56,20191213,115782323
9096004,1.0,22500.0,56,20191213,115737509
9096004,1.0,22500.0,56,20191215,116616353
9096004,1.0,22500.0,56,20191213,115848854
9096004,1.0,22500.0,56,20191213,115771500
9096004,1.0,22500.0,56,20191215,116469231
9096004,1.0,22500.0,56,20191213,115947714
9096004,1.0,22500.0,56,20191212,115701698
9096004,1.0,22500.0,56,20191214,116277225
9096004,3.0,65100.0,56,20191213,115998690
9096004,1.0,22500.0,56,20191214,116197127
9096004,1.0,21700.0,56,20191212,115665257
9096004,1.0,22500.0,56,20191214,116229789
9096004,1.0,22500.0,56,20191213,115995794
9096004,1.0,22500.0,56,20191213,115959377
9096004,1.0,22500.0,56,20191213,115939658
9096004,1.0,22500.0,56,20191214,116342131
9110167,1.0,21850.0,56,20191204,111201647
9110167,2.0,43500.0,56,20191208,113649211
9110167,1.0,21850.0,56,20191211,115178545
9110167,2.0,43700.0,56,20191213,115740658
9110167,1.0,21850.0,56,20191215,116425248
9096004,1.0,22500.0,56,20191202,110588389
9096004,1.0,22500.0,56,20191201,110235998
9096004,1.0,22500.0,56,20191202,110353969
9096004,1.0,22500.0,56,20191202,110558076
9096004,1.0,22500.0,56,20191201,110126638
9096004,1.0,22500.0,56,20191203,110964294
9096004,1.0,22500.0,56,20191204,111311445
9096004,1.0,22500.0,56,20191202,110444727
9096004,1.0,22500.0,56,20191203,110828252
9096004,1.0,22500.0,56,20191202,110592942
9096004,1.0,22500.0,56,20191204,111026878
9096004,1.0,22500.0,56,20191203,110856553
9096004,1.0,22500.0,56,20191204,111328745
9096004,1.0,22500.0,56,20191202,110532881
9096004,1.0,22500.0,56,20191202,110627203
9096004,1.0,22500.0,56,20191203,110931504
9096004,1.0,22500.0,56,20191201,110002422
9096004,1.0,22500.0,56,20191202,110466508
9096004,1.0,22500.0,56,20191203,110961303
9096004,1.0,22500.0,56,20191203,110711114
9096004,1.0,22500.0,56,20191203,110819752
9096004,1.0,21700.0,56,20191203,110752520
9096004,1.0,22500.0,56,20191201,110259725
9096004,1.0,22500.0,56,20191204,111407192
9096004,1.0,22500.0,56,20191205,111608680
9096004,1.0,22500.0,56,20191205,112082530
9096004,1.0,22500.0,56,20191205,111659218
9096004,1.0,22500.0,56,20191206,112261785
9096004,1.0,22500.0,56,20191207,113093247
9096004,1.0,22500.0,56,20191207,113454548
9096004,1.0,22500.0,56,20191205,111556274
9096004,1.0,21700.0,56,20191204,111363615
9096004,3.0,67500.0,56,20191206,112307396
9096004,1.0,22500.0,56,20191204,111337268
9096004,1.0,21700.0,56,20191205,111761282
9096004,1.0,22500.0,56,20191205,112089455
9096004,1.0,22500.0,56,20191207,113446579
9096004,1.0,21700.0,56,20191205,112060596
9096004,1.0,22500.0,56,20191205,111953204
9096004,1.0,21700.0,56,20191205,112113103
9096004,1.0,22500.0,56,20191204,111344436
9096004,1.0,22500.0,56,20191205,112115080
9096004,1.0,22500.0,56,20191207,113424212
9096004,1.0,22500.0,56,20191206,112235877
9096004,1.0,22500.0,56,20191207,113419662
9096004,1.0,21700.0,56,20191207,113343610
9096004,1.0,22500.0,56,20191205,112081869
9096004,1.0,22500.0,56,20191206,112845352
9096004,1.0,22500.0,56,20191204,111343996
9096004,1.0,22500.0,56,20191206,112334483
9096004,1.0,22500.0,56,20191208,113902231
9096004,1.0,22500.0,56,20191209,114718050
9096004,1.0,22500.0,56,20191208,113722220
